contract,internet_service_DSL,internet_service_Fiber,internet_service_Unknown,monthly_charges,online_security,payment_method_Cash,payment_method_Credit,payment_method_Debit,payment_method_UPI,support_calls,tech_support,tenure,total_charges,churn
2,0,1,0,93.88,0,1,0,0,0,0,0,31,2910.28,0
0,1,0,0,30.25,0,0,0,1,0,0,0,64,1936.0,0
0,0,1,0,52.94,1,0,0,1,0,3,0,3,158.82,1
0,0,0,1,92.94,0,0,0,0,1,2,0,42,3903.48,1
1,0,0,1,87.31,0,0,1,0,0,1,0,15,1309.65,0
2,1,0,0,41.85,1,0,0,0,1,0,0,25,1046.25,0
0,0,1,0,83.79,1,1,0,0,0,1,0,6,502.74,0
0,1,0,0,87.68,0,1,0,0,0,0,1,44,3857.92,1
0,0,0,1,40.3,1,0,1,0,0,1,1,53,2135.9,1
1,0,1,0,42.0,0,0,0,1,0,2,0,12,504.0,0
2,0,1,0,119.68,1,1,0,0,0,1,1,27,3231.36,0
2,1,0,0,34.83,0,0,0,0,1,0,1,16,557.28,0
0,0,1,0,113.17,0,0,1,0,0,1,0,66,7469.22,1
0,1,0,0,57.83,0,1,0,0,0,0,1,32,1850.56,0
0,0,1,0,111.6,0,0,0,0,1,1,1,68,7588.8,0
0,0,1,0,92.69,1,1,0,0,0,0,0,43,3985.67,1
0,1,0,0,66.26,1,0,1,0,0,1,1,36,2385.36,0
0,0,1,0,29.2,1,1,0,0,0,6,1,22,642.4,0
1,0,1,0,64.96,1,0,1,0,0,0,1,63,4092.48,0
1,1,0,0,30.42,0,1,0,0,0,2,0,67,2038.14,0
0,1,0,0,87.56,0,0,0,1,0,3,0,68,5954.08,1
0,1,0,0,56.92,1,1,0,0,0,1,0,2,113.84,1
1,1,0,0,47.58,0,1,0,0,0,0,1,6,285.48,0
0,0,1,0,110.57,1,0,1,0,0,3,1,21,2321.97,0
0,1,0,0,70.37,0,0,0,1,0,1,0,11,774.07,0
0,0,1,0,76.44,0,1,0,0,0,1,0,32,2446.08,0
2,0,1,0,83.27,0,0,1,0,0,1,0,20,1665.4,1
0,1,0,0,37.73,0,0,0,1,0,4,0,8,301.84,1
1,0,1,0,58.38,0,0,0,0,1,1,1,55,3210.9,0
0,1,0,0,51.51,0,0,0,1,0,3,0,42,2163.42,1
2,0,1,0,50.52,0,0,0,1,0,1,1,21,1060.92,0
1,1,0,0,74.27,1,0,0,1,0,1,0,16,1188.32,0
2,1,0,0,84.59,0,0,1,0,0,4,1,66,5582.94,0
0,1,0,0,60.27,0,0,0,0,1,4,0,19,1145.13,1
1,1,0,0,26.27,0,0,0,1,0,1,1,55,1444.85,1
0,0,1,0,87.99,1,1,0,0,0,1,0,5,439.95,1
1,1,0,0,101.64,0,0,0,1,0,2,0,31,3150.84,0
2,0,1,0,111.51,0,0,1,0,0,0,0,58,6467.58,0
0,0,1,0,111.97,0,0,1,0,0,0,0,37,4142.89,1
0,0,1,0,37.94,0,0,0,0,1,1,0,53,2010.82,0
1,1,0,0,50.21,1,0,1,0,0,0,0,37,1857.77,0
0,0,1,0,35.43,1,0,0,0,1,0,0,51,1806.93,0
1,0,1,0,115.69,1,0,0,0,1,3,0,5,578.45,1
1,1,0,0,83.54,1,1,0,0,0,0,1,64,5346.56,0
1,0,0,1,31.68,0,0,0,1,0,0,0,9,285.12,0
0,0,1,0,70.41,0,0,0,0,1,2,0,57,4013.37,1
0,0,1,0,104.94,0,0,0,0,1,2,1,64,6716.16,0
0,1,0,0,75.27,1,1,0,0,0,2,0,1,75.27,1
1,0,1,0,58.07,0,0,0,0,1,1,1,60,3484.2,0
0,1,0,0,91.03,0,1,0,0,0,3,1,55,5006.65,1
0,0,1,0,44.81,0,0,0,0,1,1,1,50,2240.5,0
0,0,1,0,50.1,0,0,1,0,0,2,0,60,3006.0,1
0,0,1,0,34.92,1,0,0,1,0,0,1,7,244.44,0
1,1,0,0,115.21,0,0,0,0,1,0,0,15,1728.15,0
0,0,1,0,30.15,0,1,0,0,0,0,0,26,783.9,0
0,0,1,0,34.17,0,0,0,1,0,0,1,34,1161.78,0
2,0,0,1,70.48,1,0,1,0,0,3,0,42,2960.16,0
0,1,0,0,110.48,0,1,0,0,0,2,1,36,3977.28,0
0,0,1,0,52.39,0,0,0,1,0,1,0,53,2776.67,0
0,1,0,0,66.88,0,0,0,0,1,1,0,11,735.68,0
1,0,1,0,55.71,0,0,0,1,0,1,0,17,947.07,0
0,1,0,0,87.69,1,1,0,0,0,1,1,14,1227.66,0
2,1,0,0,113.24,0,1,0,0,0,2,0,65,7360.6,1
0,1,0,0,37.37,0,0,1,0,0,4,0,2,74.74,1
1,1,0,0,118.5,1,0,0,1,0,0,0,63,7465.5,1
0,0,0,1,40.38,0,0,1,0,0,3,0,47,1897.86,1
1,0,1,0,63.06,1,1,0,0,0,1,1,34,2144.04,0
0,1,0,0,25.45,0,0,0,1,0,2,0,58,1476.1,0
0,1,0,0,99.09,1,0,0,0,1,1,0,66,6539.94,1
0,0,1,0,53.04,0,1,0,0,0,1,1,37,1962.48,0
0,1,0,0,68.29,0,0,0,0,1,0,1,23,1570.67,0
0,0,1,0,110.38,1,0,0,0,1,3,0,47,5187.86,1
0,0,1,0,60.29,0,0,0,1,0,1,0,9,542.61,0
0,0,1,0,62.57,0,1,0,0,0,3,0,46,2878.22,1
0,1,0,0,35.03,1,0,1,0,0,2,1,1,35.03,0
0,1,0,0,36.81,1,0,0,0,1,2,1,17,625.77,1
0,0,1,0,59.31,0,0,0,0,1,2,1,44,2609.64,0
2,1,0,0,60.41,0,0,0,1,0,2,0,66,3987.06,1
0,0,0,1,87.66,0,1,0,0,0,1,0,22,1928.52,1
1,0,1,0,58.01,0,0,1,0,0,0,1,40,2320.4,0
0,0,0,1,96.21,1,0,0,0,1,0,0,12,1154.52,1
1,1,0,0,71.51,1,1,0,0,0,2,0,67,4791.17,0
0,1,0,0,86.0,0,0,0,0,1,1,1,25,2150.0,0
1,1,0,0,81.8,0,1,0,0,0,1,0,3,245.4,1
1,0,1,0,73.45,1,0,1,0,0,1,0,19,1395.55,0
0,1,0,0,105.22,0,0,1,0,0,2,0,50,5261.0,1
0,0,0,1,73.39,1,0,0,1,0,1,0,17,1247.63,1
0,1,0,0,83.19,0,0,1,0,0,2,1,69,5740.11,0
2,0,0,1,50.23,0,0,1,0,0,0,0,51,2561.73,0
0,1,0,0,96.13,1,0,1,0,0,2,0,68,6536.84,1
1,0,1,0,58.39,0,0,1,0,0,2,0,22,1284.58,0
2,0,1,0,110.12,0,0,0,1,0,1,0,68,7488.16,0
2,1,0,0,70.54,0,1,0,0,0,0,1,16,1128.64,0
0,0,1,0,118.47,1,1,0,0,0,0,1,3,355.41,1
0,1,0,0,53.69,0,0,1,0,0,1,1,23,1234.87,0
0,0,1,0,37.05,1,0,0,1,0,2,0,59,2185.95,0
0,0,1,0,98.16,1,1,0,0,0,2,0,47,4613.52,1
0,0,1,0,21.49,0,0,0,1,0,2,1,56,1203.44,0
0,0,1,0,46.75,0,0,1,0,0,1,0,52,2431.0,0
1,0,1,0,40.16,1,0,0,1,0,2,0,3,120.48,1
0,0,1,0,117.85,1,0,0,0,1,1,0,22,2592.7,1
1,1,0,0,30.67,1,0,0,1,0,0,1,71,2177.57,0
0,1,0,0,75.98,0,0,0,1,0,0,1,47,3571.06,0
0,0,0,1,91.06,0,0,0,1,0,2,0,23,2094.38,0
0,1,0,0,52.77,1,0,1,0,0,2,0,34,1794.18,0
0,0,0,1,115.63,1,0,0,0,1,5,0,2,231.26,1
0,0,0,1,34.58,1,0,0,0,1,1,0,10,345.8,0
1,1,0,0,70.32,0,0,0,0,1,3,0,59,4148.88,0
1,1,0,0,52.82,0,0,1,0,0,3,0,18,950.76,0
0,1,0,0,75.38,0,0,1,0,0,1,0,14,1055.32,0
0,0,1,0,100.56,0,1,0,0,0,3,1,57,5731.92,0
0,1,0,0,81.59,1,0,0,0,1,0,1,62,5058.58,0
2,1,0,0,114.82,1,0,0,1,0,4,1,70,8037.4,0
0,0,1,0,49.32,0,1,0,0,0,1,1,23,1134.36,1
0,0,1,0,21.26,1,0,0,0,1,2,0,24,510.24,0
0,0,1,0,32.76,1,0,0,1,0,3,0,57,1867.32,1
0,0,0,1,118.1,0,0,1,0,0,2,0,10,1181.0,0
1,1,0,0,93.63,0,0,0,0,1,1,0,38,3557.94,0
0,1,0,0,110.44,1,0,0,0,1,2,1,41,4528.04,0
0,0,1,0,24.88,1,0,1,0,0,2,0,22,547.36,0
0,1,0,0,81.18,0,0,0,1,0,0,0,54,4383.72,1
0,0,1,0,48.61,0,0,0,1,0,3,0,16,777.76,0
1,0,1,0,28.62,0,0,0,0,1,3,0,38,1087.56,0
0,0,1,0,115.25,0,0,0,1,0,2,0,17,1959.25,1
0,0,1,0,38.5,1,1,0,0,0,1,0,27,1039.5,0
0,1,0,0,104.68,1,0,0,1,0,0,0,15,1570.2,1
0,1,0,0,117.52,0,0,0,1,0,1,1,66,7756.32,0
1,0,1,0,116.69,0,0,1,0,0,0,0,25,2917.25,0
0,1,0,0,33.35,0,1,0,0,0,3,1,2,66.7,1
0,0,0,1,113.93,1,0,0,1,0,2,0,14,1595.02,1
0,0,1,0,64.69,0,0,1,0,0,2,0,8,517.52,0
0,1,0,0,53.32,0,0,1,0,0,3,1,33,1759.56,0
0,0,1,0,44.7,0,0,0,1,0,1,1,38,1698.6,0
1,0,1,0,84.13,1,0,0,1,0,4,1,61,5131.93,0
0,1,0,0,40.83,1,0,0,1,0,3,1,67,2735.61,0
0,1,0,0,59.47,0,1,0,0,0,2,0,21,1248.87,0
1,0,1,0,29.52,1,0,1,0,0,1,0,61,1800.72,0
2,0,1,0,28.65,1,0,0,0,1,0,1,66,1890.9,0
0,0,1,0,71.17,0,0,0,1,0,1,0,35,2490.95,0
0,0,1,0,44.09,1,0,0,0,1,1,1,6,264.54,1
0,0,1,0,98.27,0,1,0,0,0,1,1,68,6682.36,0
0,1,0,0,87.93,0,0,1,0,0,1,0,45,3956.85,1
2,1,0,0,43.27,0,0,0,0,1,2,0,53,2293.31,0
0,0,1,0,51.96,0,1,0,0,0,1,0,53,2753.88,0
1,1,0,0,47.2,0,0,0,1,0,0,1,58,2737.6,0
0,1,0,0,60.55,0,0,1,0,0,1,0,35,2119.25,0
1,0,0,1,105.85,0,1,0,0,0,2,1,72,7621.2,0
0,1,0,0,44.71,1,0,0,0,1,2,1,66,2950.86,0
2,1,0,0,37.62,1,1,0,0,0,2,1,57,2144.34,0
1,0,1,0,55.59,0,0,0,1,0,2,0,3,166.77,0
0,0,1,0,70.08,1,0,1,0,0,3,0,25,1752.0,1
2,0,1,0,85.33,0,0,0,1,0,0,0,45,3839.85,1
0,1,0,0,27.25,0,0,0,0,1,1,1,14,381.5,0
0,0,1,0,53.12,0,0,1,0,0,1,0,50,2656.0,0
1,1,0,0,119.2,0,0,0,1,0,2,0,61,7271.2,0
0,1,0,0,30.71,1,0,0,1,0,2,0,38,1166.98,0
0,0,1,0,23.35,0,0,1,0,0,0,0,57,1330.95,0
1,0,1,0,68.15,0,0,0,1,0,3,0,57,3884.55,0
0,0,0,1,85.61,0,1,0,0,0,3,0,65,5564.65,1
0,1,0,0,77.93,1,0,0,0,1,2,1,25,1948.25,1
0,0,0,1,55.08,1,0,0,1,0,1,0,8,440.64,1
0,1,0,0,92.0,1,0,0,0,1,0,0,49,4508.0,1
0,0,1,0,109.21,0,0,0,1,0,1,1,62,6771.02,0
0,0,1,0,105.73,1,0,0,0,1,2,0,6,634.38,1
0,1,0,0,116.3,0,0,0,1,0,3,0,36,4186.8,1
0,0,1,0,61.72,1,0,1,0,0,0,1,54,3332.88,0
1,1,0,0,43.47,0,0,1,0,0,3,0,21,912.87,0
0,0,1,0,56.43,0,0,1,0,0,1,1,28,1580.04,0
2,1,0,0,60.56,1,0,0,0,1,1,0,55,3330.8,0
0,1,0,0,59.95,0,0,0,1,0,1,1,42,2517.9,1
0,1,0,0,28.45,0,0,1,0,0,3,0,7,199.15,1
0,1,0,0,112.81,1,0,0,0,1,1,0,20,2256.2,1
2,1,0,0,119.58,1,1,0,0,0,2,0,41,4902.78,0
0,1,0,0,86.28,0,0,1,0,0,1,0,68,5867.04,1
0,1,0,0,25.61,1,1,0,0,0,0,1,31,793.91,0
1,0,1,0,110.51,1,0,0,0,1,0,1,33,3646.83,0
0,0,1,0,76.32,0,0,0,1,0,1,1,49,3739.68,0
1,1,0,0,65.98,1,1,0,0,0,1,1,21,1385.58,1
2,0,1,0,35.08,0,0,0,0,1,2,0,18,631.44,0
1,1,0,0,114.56,1,0,0,0,1,1,0,71,8133.76,0
1,0,1,0,86.68,0,0,1,0,0,1,1,7,606.76,0
2,1,0,0,64.96,1,1,0,0,0,1,0,62,4027.52,0
0,1,0,0,85.88,0,0,1,0,0,3,1,13,1116.44,1
0,1,0,0,69.03,0,0,0,1,0,1,0,62,4279.86,1
0,0,1,0,82.56,1,0,0,0,1,2,0,67,5531.52,1
0,0,1,0,101.5,1,0,1,0,0,1,0,16,1624.0,1
0,0,1,0,79.68,1,0,1,0,0,2,0,35,2788.8,1
0,1,0,0,97.41,0,0,1,0,0,0,0,24,2337.84,1
0,1,0,0,81.86,0,0,1,0,0,1,1,20,1637.2,0
0,0,1,0,93.39,0,0,0,0,1,1,0,55,5136.45,1
0,1,0,0,53.93,0,0,0,0,1,2,1,52,2804.36,0
0,1,0,0,52.29,0,0,1,0,0,0,1,19,993.51,1
2,0,1,0,88.15,0,0,0,0,1,3,0,63,5553.45,1
1,0,0,1,45.53,0,1,0,0,0,6,0,42,1912.26,0
1,0,1,0,28.02,0,0,0,0,1,2,1,11,308.22,0
0,1,0,0,26.14,1,0,1,0,0,3,0,31,810.34,1
0,1,0,0,108.88,0,0,1,0,0,0,0,60,6532.8,1
2,0,0,1,117.44,0,0,0,1,0,1,1,43,5049.92,0
1,0,1,0,95.72,0,0,0,0,1,2,0,72,6891.84,0
1,1,0,0,58.3,0,0,0,0,1,1,0,3,174.9,0
0,1,0,0,30.44,1,0,0,1,0,1,1,63,1917.72,0
1,0,1,0,68.9,1,0,1,0,0,4,1,51,3513.9,0
0,0,0,1,52.11,1,1,0,0,0,1,1,19,990.09,1
0,1,0,0,75.22,1,0,0,0,1,2,0,57,4287.54,0
1,1,0,0,80.06,0,0,0,0,1,0,1,66,5283.96,0
2,0,1,0,26.64,0,0,0,0,1,1,0,69,1838.16,0
1,1,0,0,56.1,0,0,0,1,0,0,0,24,1346.4,0
2,1,0,0,41.83,0,1,0,0,0,2,0,31,1296.73,1
0,0,0,1,58.82,0,0,0,1,0,1,0,52,3058.64,0
1,0,1,0,83.34,1,0,0,0,1,2,0,71,5917.14,0
0,0,1,0,25.19,1,0,0,1,0,2,0,1,25.19,1
2,0,1,0,99.08,0,1,0,0,0,0,0,62,6142.96,1
0,1,0,0,24.77,0,0,0,1,0,2,1,22,544.94,0
1,0,1,0,32.13,0,0,0,0,1,1,1,10,321.3,0
0,1,0,0,117.35,0,0,0,0,1,1,1,20,2347.0,0
0,1,0,0,72.83,1,1,0,0,0,1,0,65,4733.95,1
0,1,0,0,81.12,0,1,0,0,0,3,0,25,2028.0,1
0,1,0,0,20.27,1,0,0,1,0,4,0,44,891.88,1
0,1,0,0,34.39,0,0,0,1,0,1,0,52,1788.28,0
0,1,0,0,82.1,1,1,0,0,0,1,1,34,2791.4,0
1,1,0,0,26.18,1,0,1,0,0,0,0,35,916.3,0
1,0,1,0,71.01,0,1,0,0,0,0,1,53,3763.53,0
0,1,0,0,67.58,1,0,1,0,0,1,0,28,1892.24,0
2,0,0,1,61.9,1,1,0,0,0,1,0,33,2042.7,0
0,0,1,0,52.23,0,0,1,0,0,2,0,36,1880.28,0
0,1,0,0,58.34,0,0,0,0,1,2,0,56,3267.04,0
0,1,0,0,24.72,1,1,0,0,0,4,0,51,1260.72,1
0,1,0,0,89.9,0,0,0,0,1,0,0,45,4045.5,1
2,1,0,0,53.32,0,0,1,0,0,2,1,47,2506.04,0
0,1,0,0,92.18,1,0,1,0,0,1,0,4,368.72,0
1,1,0,0,74.15,1,0,0,0,1,2,0,55,4078.25,0
0,0,1,0,28.58,1,0,0,1,0,1,0,12,342.96,0
1,0,1,0,94.65,0,1,0,0,0,1,0,61,5773.65,0
0,0,1,0,88.67,1,1,0,0,0,1,0,14,1241.38,1
1,0,0,1,103.8,0,0,1,0,0,0,0,21,2179.8,0
0,0,1,0,28.07,1,0,1,0,0,2,1,44,1235.08,0
0,0,1,0,21.2,1,0,0,0,1,1,1,67,1420.4,0
2,0,1,0,67.43,0,0,1,0,0,1,0,40,2697.2,0
1,0,1,0,84.72,0,0,1,0,0,1,0,14,1186.08,0
0,0,1,0,60.88,0,0,0,0,1,2,0,22,1339.36,0
0,1,0,0,111.02,0,1,0,0,0,4,0,2,222.04,0
1,0,1,0,24.85,0,0,1,0,0,6,0,38,944.3,0
2,0,0,1,31.56,0,0,1,0,0,2,0,68,2146.08,0
2,0,1,0,33.79,0,0,1,0,0,1,1,3,101.37,1
0,1,0,0,85.91,1,0,0,1,0,3,1,37,3178.67,1
2,0,1,0,90.07,0,0,0,0,1,3,0,31,2792.17,1
0,1,0,0,114.01,0,1,0,0,0,6,0,34,3876.34,1
0,0,1,0,38.02,1,0,1,0,0,2,0,61,2319.22,0
2,0,1,0,20.9,1,0,1,0,0,2,1,61,1274.9,0
1,0,1,0,61.27,0,0,0,0,1,4,1,71,4350.17,0
0,0,1,0,118.14,1,0,1,0,0,2,1,50,5907.0,0
0,1,0,0,30.32,1,0,0,0,1,1,0,23,697.36,0
0,0,1,0,76.63,0,0,0,0,1,2,0,57,4367.91,0
1,0,1,0,87.04,0,0,0,0,1,1,1,60,5222.4,0
1,0,1,0,60.09,0,0,1,0,0,1,1,28,1682.52,1
1,0,1,0,110.34,1,0,1,0,0,0,1,9,993.06,0
1,0,0,1,78.53,0,0,0,0,1,1,0,71,5575.63,0
0,0,1,0,82.25,1,0,0,0,1,2,0,52,4277.0,1
0,0,0,1,41.9,0,0,1,0,0,2,0,36,1508.4,1
2,0,1,0,104.29,1,0,1,0,0,1,0,65,6778.85,0
0,0,1,0,22.46,1,0,0,0,1,1,1,25,561.5,0
0,1,0,0,60.36,0,1,0,0,0,1,0,68,4104.48,0
0,0,1,0,40.87,0,1,0,0,0,2,0,31,1266.97,0
2,0,1,0,111.44,0,1,0,0,0,1,0,10,1114.4,0
2,1,0,0,105.44,0,0,1,0,0,0,1,63,6642.72,0
0,1,0,0,32.96,1,1,0,0,0,3,0,40,1318.4,1
0,0,1,0,36.88,0,0,0,1,0,3,0,22,811.36,1
0,1,0,0,61.01,1,0,1,0,0,1,0,60,3660.6,1
1,1,0,0,89.35,0,0,0,0,1,1,0,52,4646.2,0
0,1,0,0,49.97,1,0,0,0,1,1,1,6,299.82,1
0,1,0,0,115.69,1,0,1,0,0,2,0,12,1388.28,1
0,0,1,0,33.9,1,0,0,0,1,2,0,67,2271.3,0
0,0,1,0,30.96,1,1,0,0,0,2,0,62,1919.52,0
0,1,0,0,102.91,1,0,1,0,0,1,1,16,1646.56,0
0,1,0,0,119.08,0,0,0,1,0,1,0,5,595.4,1
1,0,1,0,75.78,0,1,0,0,0,1,0,3,227.34,0
0,0,1,0,44.42,1,1,0,0,0,2,0,65,2887.3,0
0,0,1,0,100.56,1,0,0,0,1,3,0,12,1206.72,1
1,0,1,0,46.4,0,0,0,1,0,3,0,36,1670.4,0
2,1,0,0,58.69,0,0,0,0,1,0,0,39,2288.91,0
0,1,0,0,71.82,0,0,0,1,0,1,1,44,3160.08,0
1,0,1,0,58.83,1,0,0,1,0,3,1,41,2412.03,0
0,1,0,0,79.36,0,0,0,0,1,0,0,64,5079.04,0
0,1,0,0,25.38,0,1,0,0,0,0,0,33,837.54,0
2,1,0,0,59.0,0,0,1,0,0,2,0,57,3363.0,0
0,1,0,0,33.27,1,0,1,0,0,2,0,5,166.35,0
0,0,1,0,76.41,0,0,0,1,0,3,1,6,458.46,0
0,1,0,0,27.47,1,0,0,0,1,0,0,41,1126.27,0
0,0,1,0,39.46,0,1,0,0,0,2,1,7,276.22,0
0,0,1,0,46.62,0,0,0,0,1,0,1,6,279.72,0
0,1,0,0,50.95,1,1,0,0,0,1,1,68,3464.6,0
0,0,1,0,70.65,1,0,0,1,0,0,0,72,5086.8,0
1,0,1,0,93.27,0,0,1,0,0,2,0,26,2425.02,0
0,0,1,0,33.21,0,0,0,0,1,1,1,49,1627.29,0
0,1,0,0,25.06,0,0,0,0,1,0,0,70,1754.2,0
1,0,1,0,118.82,0,1,0,0,0,1,0,17,2019.94,0
2,0,1,0,97.32,0,0,0,1,0,2,0,55,5352.6,1
0,0,1,0,45.54,1,0,0,1,0,1,0,8,364.32,1
0,1,0,0,119.67,1,0,0,0,1,3,0,11,1316.37,0
0,0,1,0,37.92,1,0,0,1,0,1,1,33,1251.36,0
0,0,1,0,119.22,0,0,0,0,1,3,1,49,5841.78,1
2,0,0,1,84.89,1,1,0,0,0,1,0,48,4074.72,0
0,1,0,0,27.06,0,0,0,1,0,2,0,70,1894.2,0
0,0,1,0,88.0,0,0,0,1,0,0,0,37,3256.0,1
0,1,0,0,40.24,0,0,0,1,0,2,1,34,1368.16,0
2,0,1,0,84.3,0,0,0,0,1,1,0,15,1264.5,0
1,0,1,0,28.24,0,0,1,0,0,0,1,71,2005.04,0
0,0,1,0,27.78,1,0,0,0,1,2,0,30,833.4,0
1,1,0,0,36.92,0,0,0,0,1,3,0,26,959.92,1
0,0,1,0,28.33,0,0,0,1,0,1,1,49,1388.17,0
2,0,0,1,78.15,0,1,0,0,0,4,0,71,5548.65,0
0,0,1,0,111.11,0,0,0,0,1,1,0,30,3333.3,1
1,1,0,0,41.8,0,1,0,0,0,2,1,45,1881.0,0
1,0,0,1,73.99,1,0,1,0,0,1,0,12,887.88,0
0,0,1,0,38.32,0,0,0,1,0,2,0,19,728.08,0
0,0,1,0,116.41,0,0,0,0,1,4,0,6,698.46,1
1,1,0,0,92.92,0,0,0,0,1,0,1,67,6225.64,0
2,0,0,1,81.74,0,0,0,0,1,0,1,18,1471.32,0
0,1,0,0,100.21,0,1,0,0,0,2,1,5,501.05,1
0,0,0,1,85.73,1,0,0,0,1,0,0,31,2657.63,1
0,1,0,0,97.92,1,0,0,1,0,2,1,34,3329.28,0
0,1,0,0,114.17,0,1,0,0,0,0,0,52,5936.84,1
0,1,0,0,101.17,0,0,0,1,0,2,0,36,3642.12,1
1,0,1,0,23.05,1,0,0,1,0,1,0,63,1452.15,1
2,1,0,0,51.2,1,0,1,0,0,1,1,19,972.8,0
0,1,0,0,28.88,1,1,0,0,0,2,0,53,1530.64,0
0,1,0,0,90.57,0,1,0,0,0,2,0,45,4075.65,1
1,1,0,0,112.9,0,0,1,0,0,2,0,36,4064.4,0
2,0,1,0,44.58,1,0,1,0,0,2,1,40,1783.2,1
0,0,1,0,41.71,0,1,0,0,0,1,1,60,2502.6,1
0,1,0,0,53.01,0,1,0,0,0,1,1,70,3710.7,0
2,0,1,0,24.82,1,0,1,0,0,1,1,54,1340.28,0
0,0,1,0,97.0,0,1,0,0,0,2,0,18,1746.0,1
0,1,0,0,22.24,1,0,0,0,1,3,0,1,22.24,1
0,1,0,0,40.4,0,0,1,0,0,1,1,60,2424.0,0
0,0,1,0,29.55,0,0,0,0,1,2,1,55,1625.25,0
2,0,1,0,28.08,0,1,0,0,0,3,0,59,1656.72,0
0,1,0,0,90.68,1,0,0,0,1,2,1,44,3989.92,0
1,1,0,0,108.29,1,0,0,1,0,0,1,1,108.29,1
0,0,1,0,35.59,0,0,0,0,1,0,1,68,2420.12,1
2,1,0,0,33.68,0,1,0,0,0,1,1,6,202.08,0
0,0,1,0,81.16,0,0,1,0,0,0,0,62,5031.92,0
0,0,1,0,82.09,1,0,0,0,1,0,1,9,738.81,0
0,0,1,0,90.32,1,0,0,0,1,0,1,63,5690.16,1
0,0,1,0,62.57,0,0,0,0,1,0,1,59,3691.63,0
0,0,1,0,119.38,1,1,0,0,0,3,0,12,1432.56,0
0,1,0,0,33.28,0,0,0,1,0,1,0,27,898.56,0
1,0,1,0,55.5,0,0,1,0,0,1,1,16,888.0,0
1,1,0,0,29.47,0,0,1,0,0,1,0,66,1945.02,0
0,0,1,0,66.79,0,1,0,0,0,0,0,13,868.27,0
2,0,1,0,34.87,0,1,0,0,0,3,0,9,313.83,0
0,1,0,0,92.99,0,0,0,1,0,1,0,71,6602.29,1
0,1,0,0,78.6,0,0,0,0,1,1,1,47,3694.2,0
0,1,0,0,23.36,1,0,1,0,0,2,0,22,513.92,1
1,1,0,0,63.62,0,1,0,0,0,2,0,17,1081.54,0
2,0,0,1,48.27,1,0,1,0,0,4,0,59,2847.93,0
0,0,0,1,50.63,1,0,0,0,1,2,1,60,3037.8,0
2,0,1,0,28.59,0,0,0,1,0,0,0,7,200.13,0
1,0,1,0,62.52,1,0,0,0,1,1,0,28,1750.56,0
0,0,1,0,41.08,0,0,0,1,0,2,1,58,2382.64,0
1,0,1,0,101.97,0,0,1,0,0,4,0,38,3874.86,1
0,0,1,0,44.79,0,0,0,0,1,1,1,29,1298.91,0
0,0,1,0,82.92,0,0,0,0,1,0,0,67,5555.64,1
2,0,1,0,36.82,0,0,1,0,0,2,0,6,220.92,0
0,1,0,0,91.09,0,0,1,0,0,1,0,22,2003.98,0
0,1,0,0,45.45,1,0,0,0,1,1,1,68,3090.6,0
0,0,1,0,93.28,0,0,0,1,0,4,1,51,4757.28,1
0,0,1,0,23.24,0,1,0,0,0,0,1,37,859.88,0
2,0,1,0,71.78,1,1,0,0,0,2,0,60,4306.8,1
0,1,0,0,35.27,1,0,0,1,0,0,1,54,1904.58,0
0,0,1,0,20.09,0,0,0,0,1,0,0,28,562.52,0
1,0,1,0,47.46,1,1,0,0,0,3,1,6,284.76,1
0,1,0,0,72.23,1,0,0,1,0,1,0,9,650.07,1
0,0,1,0,63.83,0,0,0,1,0,1,0,64,4085.12,1
0,1,0,0,90.94,0,0,0,0,1,2,0,3,272.82,1
1,0,0,1,104.22,0,0,1,0,0,3,0,23,2397.06,1
0,1,0,0,111.3,0,0,0,1,0,0,0,55,6121.5,1
0,1,0,0,38.49,0,0,1,0,0,2,0,43,1655.07,0
0,0,1,0,87.28,1,0,1,0,0,0,0,20,1745.6,0
2,0,1,0,46.69,0,1,0,0,0,0,0,54,2521.26,0
2,0,1,0,59.21,0,0,1,0,0,1,1,69,4085.49,0
0,0,1,0,64.01,0,1,0,0,0,4,0,64,4096.64,1
0,0,1,0,86.35,0,0,0,1,0,2,1,38,3281.3,0
0,0,1,0,85.02,1,0,0,0,1,0,1,26,2210.52,0
0,0,1,0,46.58,0,0,0,1,0,2,1,16,745.28,1
0,0,0,1,47.64,0,0,0,0,1,1,0,57,2715.48,0
2,1,0,0,42.22,1,0,0,1,0,3,0,54,2279.88,0
0,0,1,0,86.35,1,0,1,0,0,2,0,60,5181.0,1
1,1,0,0,21.28,0,1,0,0,0,1,0,31,659.68,0
2,0,1,0,20.44,1,0,0,1,0,3,1,18,367.92,0
0,1,0,0,24.96,1,0,0,1,0,1,0,28,698.88,0
1,1,0,0,41.36,1,0,0,0,1,2,0,70,2895.2,0
1,1,0,0,24.69,1,0,0,0,1,1,0,8,197.52,0
0,0,1,0,70.83,1,0,1,0,0,2,0,39,2762.37,0
0,0,0,1,88.85,1,0,0,0,1,0,1,64,5686.4,0
1,0,1,0,24.27,1,0,0,1,0,3,0,52,1262.04,0
0,0,1,0,67.12,1,1,0,0,0,1,0,11,738.32,0
2,1,0,0,104.46,0,0,1,0,0,2,1,31,3238.26,0
1,0,1,0,105.12,0,0,0,1,0,1,0,72,7568.64,0
